"Nom_com";"id_insee";"annee";"PO_pop";"LP_pop";"LH_pop";"LC_pop";"Autres_pop";"Total_menages_pop";"PO_menages";"LP_menages";"LH_menages";"LC_menages";"Autres_menages";"Total_menages_menages";"PO_1_pers";"LP_1_pers";"LH_1_pers";"LC_1_pers";"Autres_1_pers";"Total_menages_1_pers";"PO_2_pers";"LP_2_pers";"LH_2_pers";"LC_2_pers";"Autres_2_pers";"Total_menages_2_pers";"PO_3_pers";"LP_3_pers";"LH_3_pers";"LC_3_pers";"Autres_3_pers";"Total_menages_3_pers";"PO_4_pers";"LP_4_pers";"LH_4_pers";"LC_4_pers";"Autres_4_pers";"Total_menages_4_pers";"PO_5_pers";"LP_5_pers";"LH_5_pers";"LC_5_pers";"Autres_5_pers";"Total_menages_5_pers";"PO_6et+_pers";"LP_6et+_pers";"LH_6et+_pers";"LC_6et+_pers";"Autres_6et+_pers";"Total_menages_6et+_pers";"PO_nbper_ecart_type";"LP_nbper_ecart_type";"LH_nbper_ecart_type";"LC_nbper_ecart_type";"Autres_nbper_ecart_type";"Total_menages_nbper_ecart_type";"PO_nbper_moyenne";"LP_nbper_moyenne";"LH_nbper_moyenne";"LC_nbper_moyenne";"Autres_nbper_moyenne";"Total_menages_nbper_moyenne";"PO_surfhpp_ecart_type";"LP_surfhpp_ecart_type";"LH_surfhpp_ecart_type";"LC_surfhpp_ecart_type";"Autres_surfhpp_ecart_type";"Total_menages_surfhpp_ecart_type";"PO_surfhpp_moyenne";"LP_surfhpp_moyenne";"LH_surfhpp_moyenne";"LC_surfhpp_moyenne";"Autres_surfhpp_moyenne";"Total_menages_surfhpp_moyenne";"PO_surfhpp_mediane";"LP_surfhpp_mediane";"LH_surfhpp_mediane";"LC_surfhpp_mediane";"Autres_surfhpp_mediane";"Total_menages_surfhpp_mediane";"PO_sfp_celibataire";"LP_sfp_celibataire";"LH_sfp_celibataire";"LC_sfp_celibataire";"Autres_sfp_celibataire";"Total_menages_sfp_celibataire";"PO_sfp_divorce";"LP_sfp_divorce";"LH_sfp_divorce";"LC_sfp_divorce";"Autres_sfp_divorce";"Total_menages_sfp_divorce";"PO_sfp_marie_pacxe";"LP_sfp_marie_pacse";"LH_sfp_marie_pacse";"LC_sfp_marie_pacse";"Autres_sfp_marie_pacse";"Total_menages_sfp_marie_pacse";"PO_sfp_veuf";"LP_sfp_veuf";"LH_sfp_veuf";"LC_sfp_veuf";"Autres_sfp_veuf";"Total_menages_sfp_veuf";"PO_age_ref_<25ans";"LP_age_ref_<25ans";"LH_age_ref_<25ans";"LC_age_ref_<25ans";"Autres_age_ref_<25ans";"Total_menages_age_ref_<25ans";"PO_age_ref_25-39ans";"LP_age_ref_25-39ans";"LH_age_ref_25-39ans";"LC_age_ref_25-39ans";"Autres_age_ref_25-39ans";"Total_menages_age_ref_25-39ans";"PO_age_ref_40-59ans";"LP_age_ref_40-59ans";"LH_age_ref_40-59ans";"LC_age_ref_40-59ans";"Autres_age_ref_40-59ans";"Total_menages_age_ref_40-59ans";"PO_age_ref_60-74ans";"LP_age_ref_60-74ans";"LH_age_ref_60-74ans";"LC_age_ref_60-74ans";"Autres_age_ref_60-74ans";"Total_menages_age_ref_60-74ans";"PO_age_ref_>74ans";"LP_age_ref_>74ans";"LH_age_ref_>74ans";"LC_age_ref_>74ans";"Autres_age_ref_>74ans";"Total_menages_age_ref_>74ans";"PO_age_ref_ecart_type";"LP_age_ref_ecart_type";"LH_age_ref_ecart_type";"LC_age_ref_ecart_type";"Autres_age_ref_ecart_type";"Total_menages_age_ref_ecart_type";"PO_age_ref_moyenne";"LP_age_ref_moyenne";"LH_age_ref_moyenne";"LC_age_ref_moyenne";"Autres_age_ref_moyenne";"Total_menages_age_ref_moyenne";"PO_age_ref_mediane";"LP_age_ref_mediane";"LH_age_ref_mediane";"LC_age_ref_mediane";"Autres_age_ref_mediane";"Total_menages_age_ref_mediane";"PO_pas_enf18ans";"LP_pas_enf18ans";"LH_pas_enf18ans";"LC_pas_enf18ans";"Autres_pas_enf18ans";"Total_menages_pas_enf18ans";"PO_1et+_enf18ans";"LP_1et+_enf18ans";"LH_1et+_enf18ans";"LC_1et+_enf18ans";"Autres_1et+_enf18ans";"Total_menages_1et+_enf18ans";"PO_pas_enf6ans";"LP_pas_enf6ans";"LH_pas_enf6ans";"LC_pas_enf6ans";"Autres_pas_enf6ans";"Total_menages_pas_enf6ans";"PO_1et+_enf6ans";"LP_1et+_enf6ans";"LH_1et+_enf6ans";"LC_1et+_enf6ans";"Autres_1et+_enf6ans";"Total_menages_1et+_enf6ans";"PO_fmono_parentale";"LP_fmono_parentale";"LH_fmono_parentale";"LC_fmono_parentale";"Autres_fmono_parentale";"Total_menages_fmono_parentale";"PO_duroc_<1an";"LP_duroc_<1an";"LH_duroc_<1an";"LC_duroc_<1an";"Autres_duroc_<1an";"Total_menages_duroc_<1an";"PO_duroc_1an";"LP_duroc_1an";"LH_duroc_1an";"LC_duroc_1an";"Autres_duroc_1an";"Total_menages_duroc_1an";"PO_duroc_2ans";"LP_duroc_2ans";"LH_duroc_2ans";"LC_duroc_2ans";"Autres_duroc_2ans";"Total_menages_duroc_2ans";"PO_duroc_3-4ans";"LP_duroc_3-4ans";"LH_duroc_3-4ans";"LC_duroc_3-4ans";"Autres_duroc_3-4ans";"Total_menages_duroc_3-4ans";"PO_duroc_5-9ans";"LP_duroc_5-9ans";"LH_duroc_5-9ans";"LC_duroc_5-9ans";"Autres_duroc_5-9ans";"Total_menages_duroc_5-9ans";"PO_duroc_>9ans";"LP_duroc_>9ans";"LH_duroc_>9ans";"LC_duroc_>9ans";"Autres_duroc_>9ans";"Total_menages_duroc_>9ans";"PO_duroc_ecart_type";"LP_duroc_ecart_type";"LH_duroc_ecart_type";"LC_duroc_ecart_type";"Autres_duroc_ecart_type";"Total_menages_duroc_ecart_type";"PO_duroc_moyenne";"LP_duroc_moyenne";"LH_duroc_moyenne";"LC_duroc_moyenne";"Autres_duroc_moyenne";"Total_menages_duroc_moyenne";"PO_duroc_mediane";"LP_duroc_mediane";"LH_duroc_mediane";"LC_duroc_mediane";"Autres_duroc_mediane";"Total_menages_duroc_mediane"
"Bastelica";"2A031";2019;"268";"104";"0";"s";"s";413;"147";"63";"0";"s";"s";"237";"76";"37";"0";"s";"s";"130";"39";"s";"0";"s";"s";"63";"s";"s";"0";"s";"s";"29";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"1";"1";"0";"s";"s";1;"2";"2";"0";"s";"s";2;"33";"24";"0";"s";"s";30;"49";"45";"0";"s";"s";49;"40";"42";"0";"s";"s";42;"47";"33";"0";"s";"s";"97";"21";"s";"0";"0";"s";"34";"51";"s";"0";"0";"s";"64";"27";"s";"0";"0";"s";"40";"s";"0";"0";"s";"0";"s";"s";"12";"0";"s";"s";"s";"s";"s";"0";"0";"s";"61";"52";"s";"0";"s";"s";"78";"51";"s";"0";"0";"s";"69";"16";"18";"0";"s";"s";"18";"68";"59";"0";"s";"s";65;"69";"60";"0";"s";"s";66;"123";"s";"0";"s";"s";"197";"24";"s";"0";"s";"s";"40";"s";"s";"0";"s";"s";"219";"s";"s";"0";"s";"s";"18";"s";"s";"0";"s";"s";"17";"s";"s";"0";"s";"s";"16";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"18";"s";"s";"0";"s";"s";"s";"26";"s";"0";"s";"s";"50";"97";"20";"0";"0";"12";"129";"10";"7";"0";"s";"s";"10";"14";"7";"0";"s";"s";"12";"13";"6";"0";"s";"s";10
"Bastelicaccia";"2A032";2019;"2435";"890";"0";"s";"s";3450;"985";"401";"0";"s";"s";"1450";"234";"140";"0";"0";"32";"406";"371";"120";"0";"0";"14";"505";"173";"s";"0";"s";"s";"262";"147";"s";"0";"0";"s";"193";"s";"s";"0";"0";"s";"57";"s";"s";"0";"0";"0";"27";"2";"1";"0";"s";"s";2;"2";"2";"0";"s";"s";2;"35";"27";"0";"s";"s";33;"57";"40";"0";"s";"s";53;"47";"33";"0";"s";"s";44;"133";"170";"0";"0";"28";"331";"124";"s";"0";"0";"s";"228";"580";"122";"0";"s";"s";"719";"144";"s";"0";"0";"s";"168";"0";"s";"0";"0";"0";"s";"s";"120";"0";"0";"s";"s";"360";"176";"0";"s";"s";"566";"335";"63";"0";"0";"13";"411";"s";"s";"0";"0";"s";"278";"14";"16";"0";"s";"s";"16";"63";"50";"0";"s";"s";59;"63";"49";"0";"s";"s";59;"734";"s";"0";"s";"s";"1037";"251";"s";"0";"0";"s";"413";"914";"s";"0";"s";"s";"1306";"71";"s";"0";"0";"s";"144";"s";"67";"0";"0";"s";"126";"s";"94";"0";"0";"s";"166";"47";"s";"0";"0";"s";"84";"s";"44";"0";"0";"s";"84";"88";"s";"0";"s";"s";"165";"194";"77";"0";"0";"14";"285";"555";"84";"0";"0";"27";"666";"10";"7";"0";"s";"s";"10";"14";"6";"0";"s";"s";"11";"12";"3";"0";"s";"s";8
"Belvédère-Campomoro";"2A035";2019;"157";"22";"0";"s";"s";192;"77";"s";"0";"s";"s";"93";"s";"s";"0";"0";"s";"37";"s";"s";"0";"s";"s";"27";"s";"0";"0";"s";"0";"17";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"1";"s";"0";"s";"s";1;"2";"s";"0";"s";"s";2;"44";"s";"0";"s";"s";43;"57";"s";"0";"s";"s";54;"48";"s";"0";"s";"s";43;"s";"0";"0";"0";"s";"19";"s";"s";"0";"s";"0";"12";"s";"s";"0";"s";"0";"41";"s";"s";"0";"0";"0";"21";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"27";"s";"s";"0";"0";"s";"38";"s";"s";"0";"0";"s";"s";"14";"s";"0";"s";"s";"14";"66";"s";"0";"s";"s";65;"67";"s";"0";"s";"s";65;"s";"s";"0";"s";"s";"77";"s";"s";"0";"s";"s";"16";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"0";"24";"s";"s";"0";"s";"s";"16";"s";"s";"0";"0";"s";"42";"9";"s";"0";"s";"s";"9";"11";"s";"0";"s";"s";"10";"9";"s";"0";"s";"s";8
"Bilia";"2A038";2019;"18";"11";"0";"s";"s";40;"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"12";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"s";"0";"s";"s";1;"2";"s";"0";"s";"s";2;"18";"s";"0";"s";"s";20;"42";"s";"0";"s";"s";41;"41";"s";"0";"s";"s";36;"s";"s";"0";"s";"s";"11";"0";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"s";"0";"s";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"11";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"s";"14";"s";"s";"0";"s";"s";58;"s";"s";"0";"s";"s";61;"s";"s";"0";"0";"s";"s";"0";"0";"0";"s";"0";"s";"s";"s";"0";"s";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"s";"0";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"0";"s";"0";"s";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"9";"s";"0";"s";"s";"8";"11";"s";"0";"s";"s";"7";"8";"s";"0";"s";"s";3
"Bocognano";"2A040";2019;"256";"86";"0";"s";"s";413;"130";"50";"0";"s";"s";"220";"52";"23";"0";"s";"s";"101";"47";"s";"0";"0";"s";"70";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"1";"1";"0";"s";"s";1;"2";"2";"0";"s";"s";2;"33";"30";"0";"s";"s";32;"49";"38";"0";"s";"s";46;"42";"30";"0";"s";"s";39;"24";"s";"0";"s";"s";"71";"s";"s";"0";"s";"s";"38";"63";"s";"0";"0";"s";"83";"s";"s";"0";"0";"s";"28";"0";"0";"0";"s";"0";"s";"s";"12";"0";"0";"s";"s";"34";"19";"0";"s";"s";"70";"50";"s";"0";"s";"s";"72";"s";"s";"0";"0";"s";"52";"16";"17";"0";"s";"s";"18";"68";"55";"0";"s";"s";62;"67";"54";"0";"s";"s";62;"117";"s";"0";"s";"s";"s";"13";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"207";"s";"s";"0";"0";"s";"13";"s";"s";"0";"0";"s";"12";"s";"11";"0";"s";"s";"23";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"17";"20";"12";"0";"s";"s";"44";"84";"15";"0";"s";"s";"112";"9";"10";"0";"s";"s";"9";"13";"8";"0";"s";"s";"11";"13";"6";"0";"s";"s";10
"Bonifacio";"2A041";2019;"1744";"914";"248";"s";"s";3163;"791";"403";"s";"s";"118";"1413";"261";"159";"s";"s";"54";"507";"285";"110";"s";"s";"27";"450";"130";"60";"s";"s";"23";"224";"76";"41";"s";"s";"s";"139";"25";"s";"s";"0";"s";"60";"14";"s";"s";"0";"s";"33";"1";"2";"s";"s";"1";1;"2";"2";"s";"s";"2";2;"38";"23";"s";"s";"48";36;"55";"36";"s";"s";"54";49;"46";"30";"s";"s";"41";40;"140";"144";"s";"s";"54";"361";"137";"72";"19";"s";"s";"244";"387";"159";"43";"s";"s";"631";"127";"27";"s";"s";"s";"176";"0";"s";"s";"0";"s";"s";"48";"89";"s";"0";"s";"s";"235";"181";"s";"s";"52";"519";"273";"88";"29";"s";"s";"406";"235";"s";"s";"0";"s";"304";"15";"16";"s";"s";"19";"17";"65";"53";"s";"s";"52";60;"66";"51";"s";"s";"51";60;"626";"267";"s";"s";"86";"1042";"165";"136";"s";"s";"32";"371";"742";"334";"s";"s";"s";"1267";"49";"69";"s";"0";"s";"146";"53";"44";"s";"0";"s";"121";"39";"s";"s";"0";"s";"114";"43";"s";"s";"s";"s";"89";"49";"59";"s";"s";"s";"122";"70";"88";"s";"s";"s";"204";"171";"62";"s";"s";"27";"272";"419";"112";"44";"0";"37";"612";"10";"8";"s";"s";"9";"10";"13";"7";"s";"s";"8";"11";"11";"4";"s";"s";"6";8
"Calcatoggio";"2A048";2019;"446";"95";"0";"s";"s";566;"210";"57";"0";"s";"s";"285";"76";"40";"0";"s";"s";"128";"82";"s";"0";"s";"s";"94";"s";"s";"0";"s";"0";"26";"s";"s";"0";"0";"0";"21";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"1";"1";"0";"s";"s";1;"2";"2";"0";"s";"s";2;"39";"23";"0";"s";"s";36;"53";"41";"0";"s";"s";50;"42";"34";"0";"s";"s";40;"41";"s";"0";"s";"s";"78";"38";"s";"0";"0";"s";"56";"s";"s";"0";"0";"s";"102";"s";"s";"0";"s";"s";"48";"0";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"51";"s";"0";"s";"s";"81";"84";"s";"0";"s";"s";"106";"s";"s";"0";"s";"s";"65";"16";"16";"0";"s";"s";"17";"65";"56";"0";"s";"s";63;"68";"54";"0";"s";"s";63;"s";"s";"0";"s";"s";"240";"s";"s";"0";"s";"0";"45";"s";"s";"0";"s";"s";"267";"s";"s";"0";"0";"0";"18";"s";"s";"0";"s";"0";"s";"s";"18";"0";"s";"s";"35";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"27";"43";"s";"0";"s";"s";"61";"121";"s";"0";"0";"s";"139";"9";"6";"0";"s";"s";"9";"12";"6";"0";"s";"s";"11";"11";"5";"0";"s";"s";9
"Campo";"2A056";2019;"80";"16";"0";"s";"s";111;"43";"s";"0";"s";"s";"63";"20";"s";"0";"s";"s";"31";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"1";"1";"0";"s";"s";1;"2";"2";"0";"s";"s";2;"38";"25";"0";"s";"s";34;"48";"50";"0";"s";"s";47;"35";"51";"0";"s";"s";35;"s";"s";"0";"0";"s";"20";"s";"s";"0";"s";"s";"18";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"24";"s";"s";"0";"0";"0";"20";"s";"0";"0";"s";"s";"s";"15";"s";"0";"s";"s";"16";"62";"s";"0";"s";"s";59;"64";"s";"0";"s";"s";58;"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"0";"0";"s";"0";"s";"s";"s";"0";"s";"s";"19";"s";"s";"0";"s";"s";"25";"9";"6";"0";"s";"s";"8";"12";"5";"0";"s";"s";"10";"9";"2";"0";"s";"s";9
"Cannelle";"2A060";2019;"35";"14";"0";"0";"0";49;"s";"s";"0";"0";"0";"19";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";2;"s";"s";"0";"0";"0";3;"s";"s";"0";"0";"0";35;"s";"s";"0";"0";"0";46;"s";"s";"0";"0";"0";29;"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"16";"s";"s";"0";"0";"0";63;"s";"s";"0";"0";"0";65;"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"6";"s";"s";"0";"0";"0";"11";"s";"s";"0";"0";"0";11
"Carbini";"2A061";2019;"44";"s";"0";"0";"s";69;"26";"s";"0";"0";"s";"45";"15";"s";"0";"0";"s";"29";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"s";"0";"0";"s";1;"2";"s";"0";"0";"s";2;"46";"s";"0";"0";"s";41;"69";"s";"0";"0";"s";64;"55";"s";"0";"0";"s";49;"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"11";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"14";"s";"s";"0";"0";"s";"18";"18";"s";"0";"0";"s";"18";"72";"s";"0";"0";"s";69;"75";"s";"0";"0";"s";69;"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"22";"12";"s";"0";"0";"s";"11";"15";"s";"0";"0";"s";"13";"11";"s";"0";"0";"s";9
"Carbuccia";"2A062";2019;"217";"76";"0";"17";"19";328;"96";"45";"0";"s";"s";"159";"32";"s";"0";"0";"s";"64";"s";"s";"0";"s";"s";"51";"s";"s";"0";"s";"s";"26";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"1";"1";"0";"s";"s";1;"2";"2";"0";"s";"s";2;"31";"27";"0";"s";"s";29;"42";"47";"0";"s";"s";43;"33";"44";"0";"s";"s";37;"23";"s";"0";"s";"s";"51";"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"61";"s";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"37";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"40";"27";"s";"0";"s";"s";"38";"17";"18";"0";"s";"s";"17";"62";"57";"0";"s";"s";60;"61";"57";"0";"s";"s";59;"73";"s";"0";"s";"s";"s";"23";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"0";"s";"s";"s";"0";"s";"0";"13";"s";"s";"0";"s";"s";"17";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"s";"18";"27";"s";"0";"s";"s";"41";"45";"s";"0";"s";"s";"70";"9";"11";"0";"s";"s";"9";"11";"11";"0";"s";"s";"11";"9";"8";"0";"s";"s";8
"Cardo-Torgia";"2A064";2019;"s";"s";"0";"0";"0";21;"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";1;"s";"s";"0";"0";"0";2;"s";"s";"0";"0";"0";29;"s";"s";"0";"0";"0";47;"s";"s";"0";"0";"0";46;"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"19";"s";"s";"0";"0";"0";67;"s";"s";"0";"0";"0";73;"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"9";"s";"s";"0";"0";"0";"11";"s";"s";"0";"0";"0";9
"Cargèse";"2A065";2019;"628";"330";"0";"0";"58";1016;"340";"167";"0";"0";"31";"538";"155";"80";"0";"0";"17";"252";"120";"s";"0";"0";"s";"170";"39";"s";"0";"0";"s";"64";"s";"s";"0";"0";"s";"33";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"1";"1";"0";"0";"1";1;"2";"2";"0";"0";"2";2;"39";"27";"0";"0";"42";36;"58";"41";"0";"0";"59";53;"49";"32";"0";"0";"50";44;"74";"61";"0";"0";"15";"150";"55";"s";"0";"0";"s";"99";"136";"s";"0";"0";"s";"197";"74";"s";"0";"0";"s";"90";"0";"0";"0";"0";"0";"0";"s";"20";"0";"0";"s";"46";"s";"68";"0";"0";"s";"151";"119";"s";"0";"0";"s";"183";"134";"s";"0";"0";"s";"156";"16";"15";"0";"0";"17";"17";"69";"57";"0";"0";"51";64;"71";"57";"0";"0";"49";65;"295";"s";"0";"0";"s";"449";"45";"s";"0";"0";"s";"89";"s";"152";"0";"0";"s";"507";"s";"15";"0";"0";"s";"31";"19";"s";"0";"0";"s";"38";"s";"18";"0";"0";"s";"39";"13";"s";"0";"0";"s";"31";"s";"12";"0";"0";"s";"27";"s";"31";"0";"0";"s";"57";"85";"s";"0";"0";"s";"139";"195";"s";"0";"0";"s";"245";"10";"7";"0";"0";"8";"10";"14";"8";"0";"0";"6";"12";"12";"5";"0";"0";"2";8
"Cargiaca";"2A066";2019;"13";"s";"0";"s";"s";30;"s";"s";"0";"s";"s";"22";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"s";"s";1;"s";"s";"0";"s";"s";1;"s";"s";"0";"s";"s";33;"s";"s";"0";"s";"s";60;"s";"s";"0";"s";"s";62;"0";"s";"0";"s";"s";"11";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"s";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"0";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"18";"s";"s";"0";"s";"s";68;"s";"s";"0";"s";"s";70;"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"s";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"10";"s";"s";"0";"s";"s";"13";"s";"s";"0";"s";"s";13
"Casaglione";"2A070";2019;"328";"59";"0";"14";"28";428;"173";"31";"0";"s";"s";"226";"68";"s";"0";"s";"s";"98";"80";"s";"0";"0";"s";"94";"s";"0";"0";"s";"s";"11";"s";"0";"0";"0";"s";"11";"s";"s";"0";"s";"0";"s";"s";"s";"0";"0";"0";"s";"1";"2";"0";"s";"s";1;"2";"2";"0";"s";"s";2;"43";"35";"0";"s";"s";41;"55";"42";"0";"s";"s";52;"44";"33";"0";"s";"s";40;"s";"s";"0";"s";"s";"39";"24";"s";"0";"s";"s";"41";"78";"s";"0";"s";"s";"91";"s";"s";"0";"s";"s";"54";"0";"0";"0";"0";"0";"0";"s";"s";"0";"s";"s";"11";"s";"s";"0";"s";"s";"41";"74";"s";"0";"s";"s";"94";"67";"s";"0";"s";"s";"79";"13";"16";"0";"s";"s";"15";"71";"65";"0";"s";"s";69;"73";"68";"0";"s";"s";71;"s";"s";"0";"s";"s";"203";"s";"s";"0";"s";"s";"23";"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"14";"s";"s";"0";"s";"0";"12";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"45";"115";"s";"0";"s";"s";"135";"9";"9";"0";"s";"s";"9";"14";"9";"0";"s";"s";"13";"12";"5";"0";"s";"s";12
