"Nom_com";"id_insee";"annee";"PO_0_foyer_rat";"LP_0_foyer_rat";"LH_0_foyer_rat";"LC_0_foyer_rat";"autres_0_foyer_rat";"Total_menages_0_foyer_rat";"PO_1_foyer_rat";"LP_1_foyer_rat";"LH_1_foyer_rat";"LC_1_foyer_rat";"autres_1_foyer_rat";"Total_menages_1_foyer_rat";"PO_2_foyers_rat";"LP_2_foyers_rat";"LH_2_foyers_rat";"LC_2_foyers_rat";"autres_2_foyers_rat";"Total_menages_2_foyers_rat";"PO_3et+_foyers_rat";"LP_3et+_foyers_rat";"LH_3et+_foyers_rat";"LC_3et+_foyers_rat";"autres_3et+_foyers_rat";"Total_menages_3et+_foyers_rat";"PO_1er_rat_celibataire";"LP_1er_rat_celibataire";"LH_1er_rat_celibataire";"LC_1er_rat_celibataire";"autres_1er_rat_celibataire";"Total_menages_1er_rat_celibataire";"PO_1er_rat_divorce";"LP_1er_rat_divorce";"LH_1er_rat_divorce";"LC_1er_rat_divorce";"autres_1er_rat_divorce";"Total_menages_1er_rat_divorce";"PO_1er_rat_marie_pacse";"LP_1er_rat_marie_pacse";"LH_1er_rat_marie_pacse";"LC_1er_rat_marie_pacse";"autres_1er_rat_marie_pacse";"Total_menages_1er_rat_marie_pacse";"PO_1er_rat_veuf";"LP_1er_rat_veuf";"LH_1er_rat_veuf";"LC_1er_rat_veuf";"autres_1er_rat_veuf";"Total_menages_1er_rat_veuf";"PO_1er_rat_<25ans";"LP_1er_rat_<25ans";"LH_1er_rat_<25ans";"LC_1er_rat_<25ans";"autres_1er_rat_<25ans";"Total_menages_1er_rat_<25ans";"PO_1er_rat_25-59ans";"LP_1er_rat_25-59ans";"LH_1er_rat_25-59ans";"LC_1er_rat_25-59ans";"autres_1er_rat_25-59ans";"Total_menages_1er_rat_25-59ans";"PO_1er_rat_>59ans";"LP_1er_rat_>59ans";"LH_1er_rat_>59ans";"LC_1er_rat_>59ans";"autres_1er_rat_>59ans";"Total_menages_1er_rat_>59ans";"PO_suroccupation_lourde";"LP_suroccupation_lourde";"LH_suroccupation_lourde";"LC_suroccupation_lourde";"autres_suroccupation_lourde";"Total_menages_suroccupation_lourde";"PO_suroccupation";"LP_suroccupation";"LH_suroccupation";"LC_suroccupation";"autres_suroccupation";"Total_menages_suroccupation";"PO_rev_brut_ecart_type";"LP_rev_brut_ecart_type";"LH_rev_brut_ecart_type";"LC_rev_brut_ecart_type";"autres_rev_brut_ecart_type";"Total_menages_rev_brut_ecart_type";"PO_rev_brut_moyenne";"LP_rev_brut_moyenne";"LH_rev_brut_moyenne";"LC_rev_brut_moyenne";"autres_rev_brut_moyenne";"Total_menages_rev_brut_moyenne";"PO_rev_brut_mediane";"LP_rev_brut_mediane";"LH_rev_brut_mediane";"LC_rev_brut_mediane";"autres_rev_brut_mediane";"Total_menages_rev_brut_mediane";"PO_rev_brut_ucm_ecart_type";"LP_rev_brut_ucm_ecart_type";"LH_rev_brut_ucm_ecart_type";"LC_rev_brut_ucm_ecart_type";"autres_rev_brut_ucm_ecart_type";"Total_menages_rev_brut_ucm_ecart_type";"PO_rev_brut_ucm_moyenne";"LP_rev_brut_ucm_moyenne";"LH_rev_brut_ucm_moyenne";"LC_rev_brut_ucm_moyenne";"autres_rev_brut_ucm_moyenne";"Total_menages_rev_brut_ucm_moyenne";"PO_rev_brut_ucm_mediane";"LP_rev_brut_ucm_mediane";"LH_rev_brut_ucm_mediane";"LC_rev_brut_ucm_mediane";"autres_rev_brut_ucm_mediane";"Total_menages_rev_brut_ucm_mediane";"PO_non_imposable";"LP_non_imposable";"LH_non_imposable";"LC_non_imposable";"autres_non_imposable";"Total_menages_non_imposable";"PO_imposable";"LP_imposable";"LH_imposable";"LC_imposable";"autres_imposable";"Total_menages_imposable";"PO_pas_degrevement";"LP_pas_degrevement";"LH_pas_degrevement";"LC_pas_degrevement";"autres_pas_degrevement";"Total_menages_pas_degrevement";"PO_avec_degrevement";"LP_avec_degrevement";"LH_avec_degrevement";"LC_avec_degrevement";"autres_avec_degrevement";"Total_menages_avec_degrevement";"PO_plafond_HLM_<=30%";"LP_plafond_HLM_<=30%";"LH_plafond_HLM_<=30%";"LC_plafond_HLM_<=30%";"autres_plafond_HLM_<=30%";"Total_menages_plafond_HLM_<=30%";"PO_plafond_HLM_<30-60%";"LP_plafond_HLM_<30-60%";"LH_plafond_HLM_<30-60%";"LC_plafond_HLM_<30-60%";"autres_plafond_HLM_<30-60%";"Total_menages_plafond_HLM_<30-60%";"PO_plafond_HLM_<60-100%";"LP_plafond_HLM_<60-100%";"LH_plafond_HLM_<60-100%";"LC_plafond_HLM_<60-100%";"autres_plafond_HLM_<60-100%";"Total_menages_plafond_HLM_<60-100%";"PO_plafond_HLM_<100-130%";"LP_plafond_HLM_<100-130%";"LH_plafond_HLM_<100-130%";"LC_plafond_HLM_<100-130%";"autres_plafond_HLM_<100-130%";"Total_menages_plafond_HLM_<100-130%";"PO_plafond_HLM_<130-150%";"LP_plafond_HLM_<130-150%";"LH_plafond_HLM_<130-150%";"LC_plafond_HLM_<130-150%";"autres_plafond_HLM_<130-150%";"Total_menages_plafond_HLM_<130-150%";"PO_plafond_HLM_>150%";"LP_plafond_HLM_>150%";"LH_plafond_HLM_>150%";"LC_plafond_HLM_>150%";"autres_plafond_HLM_>150%";"Total_menages_plafond_HLM_>150%";"PO_plafond_HLM_somme";"LP_plafond_HLM_somme";"LH_plafond_HLM_somme";"LC_plafond_HLM_somme";"autres_plafond_HLM_somme";"Total_menages_plafond_HLM_somme";"PO_plafond_HLM_ecart_type";"LP_plafond_HLM_ecart_type";"LH_plafond_HLM_ecart_type";"LC_plafond_HLM_ecart_type";"autres_plafond_HLM_ecart_type";"Total_menages_plafond_HLM_ecart_type";"PO_plafond_HLM_moyenne";"LP_plafond_HLM_moyenne";"LH_plafond_HLM_moyenne";"LC_plafond_HLM_moyenne";"autres_plafond_HLM_moyenne";"Total_menages_plafond_HLM_moyenne";"PO_plafond_HLM_mediane";"LP_plafond_HLM_mediane";"LH_plafond_HLM_mediane";"LC_plafond_HLM_mediane";"autres_plafond_HLM_mediane";"Total_mÃ©nages_plafond_HLM_mediane";"PO_<1_seuil_pauvrete";"LP_<1_seuil_pauvrete";"LH_<1_seuil_pauvrete";"LC_<1_seuil_pauvrete";"autres_<1_seuil_pauvrete";"Total_mÃ©nages_<1_seuil_pauvrete";"PO_1-<2_seuil_pauvrete";"LP_1-<2_seuil_pauvrete";"LH_1-<2_seuil_pauvrete";"LC_1-<2_seuil_pauvrete";"autres_1-<2_seuil_pauvrete";"Total_mÃ©nages_1-<2_seuil_pauvrete";"PO_2-<3_seuil_pauvrete";"LP_2-<3_seuil_pauvrete";"LH_2-<3_seuil_pauvrete";"LC_2-<3_seuil_pauvrete";"autres_2-<3_seuil_pauvrete";"Total_menages_2-<3_seuil_pauvrete";"PO_>=3_seuil_pauvrete";"LP_>=3_seuil_pauvrete";"LH_>=3_seuil_pauvrete";"LC_>=3_seuil_pauvrete";"autres_>=3_seuil_pauvrete";"Total_menages_>=3_seuil_pauvrete"
"Giuncaggio";"2B126";2019;"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";".";".";"s";19556;"s";"s";".";".";"s";27432;"s";"s";".";".";"s";19879;"s";"s";".";".";"s";10510;"s";"s";".";".";"s";17486;"s";"s";".";".";"s";15211;"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";".";".";"s";2580;"s";"s";".";".";"s";52;"s";"s";".";".";"s";76;"s";"s";".";".";"s";65;"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"13";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s"
"L'Île-Rousse";"2B134";2019;"554";"656";"s";"0";"s";"1311";"s";"s";"s";"0";"s";"207";"s";"s";"s";"0";"s";"s";"s";"0";"0";"0";"0";"s";"74";"s";"s";"0";"s";"184";"s";"s";"s";"0";"0";"22";"s";"s";"0";"0";"0";"12";"s";"s";"0";"0";"s";"18";"s";"s";"s";"0";"s";"29";"59";"s";"s";"0";"s";"153";"s";"s";"s";"0";"s";"54";"s";"s";"s";"0";"s";"s";"s";"55";"s";"0";"s";"72";"61350";"29269";"s";".";"s";46389;"43741";"25620";"s";".";"s";33431;"31335";"19905";"s";".";"s";24267;"55087";"18093";"s";".";"s";38974;"32281";"17385";"s";".";"s";23724;"23847";"14277";"s";".";"s";17588;"574";"s";"s";"0";"s";"1389";"70";"s";"s";"0";"s";"121";".";".";".";".";".";".";".";".";".";".";".";".";"s";"148";"14";"0";"s";"231";"80";"209";"s";"0";"s";"320";"179";"228";"s";"0";"s";"441";"93";"s";"s";"0";"s";"188";"s";"s";"s";"0";"s";"81";"183";"s";"0";"0";"s";"253";"94603";"57319";"s";".";"s";161325;"263";"90";"s";".";"s";187;"147";"77";"s";".";"s";107;"102";"62";"s";".";"s";78;"91";"270";"s";"0";"s";"402";"202";"303";"s";"0";"s";"548";"151";"s";"s";"0";"s";"285";"200";"s";"0";"0";"s";"279"
"Isolaccio-di-Fiumorbo";"2B135";2019;"s";"s";"0";"s";"s";"140";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"19";"20928";"13282";".";"s";"s";19488;"24036";"17131";".";"s";"s";21924;"19474";"15513";".";"s";"s";18320;"12117";"12067";".";"s";"s";12442;"19379";"13992";".";"s";"s";17561;"18107";"10846";".";"s";"s";15604;"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"16";"s";"0";"s";"s";"40";"27";"s";"0";"s";"s";"41";"26";"s";"0";"s";"s";"39";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"15";"7263";"1868";".";"s";"s";10893;"60";"48";".";"s";"s";59;"79";"53";".";"s";"s";71;"68";"47";".";"s";"s";58;"31";"17";"0";"s";"s";"61";"33";"s";"0";"s";"s";"56";"s";"s";"0";"0";"s";"20";"s";"s";"0";"0";"s";"17"
"Lama";"2B136";2019;"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"0";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"23999";"s";".";"s";"s";23607;"33221";"s";".";"s";"s";30635;"24233";"s";".";"s";"s";23896;"13156";"s";".";"s";"s";12412;"24448";"s";".";"s";"s";22898;"21687";"s";".";"s";"s";19241;"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"0";"0";"s";"s";"s";"s";"s";"0";"0";"s";"16";"s";"s";"0";"s";"s";"19";"s";"s";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"4648";"s";".";"s";"s";6039;"68";"s";".";"s";"s";68;"101";"s";".";"s";"s";94;"76";"s";".";"s";"s";75;"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"28";"s";"s";"0";"s";"0";"14";"s";"0";"0";"0";"s";"s"
"Lano";"2B137";2019;"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";".";".";"s";"s";NA;"s";".";".";"s";"s";NA;"s";".";".";"s";"s";NA;"s";".";".";"s";"s";NA;"s";".";".";"s";"s";NA;"s";".";".";"s";"s";NA;"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";".";".";"s";"s";NA;"s";".";".";"s";"s";NA;"s";".";".";"s";"s";NA;"s";".";".";"s";"s";NA;"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"0";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"0";"0";"0"
"Lavatoggio";"2B138";2019;"s";"s";"0";"s";"s";"66";"s";"s";"0";"0";"s";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"28873";"25344";".";"s";"s";27200;"30339";"27295";".";"s";"s";29857;"21161";"21049";".";"s";"s";21305;"20663";"18098";".";"s";"s";18962;"24183";"19290";".";"s";"s";21940;"21161";"14965";".";"s";"s";17288;"s";"s";"0";"s";"s";"64";"s";"s";"0";"0";"s";"11";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"s";"0";"19";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"19";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"15";"4446";"1833";".";"s";"s";6841;"98";"61";".";"s";"s";84;"99";"80";".";"s";"s";90;"68";"68";".";"s";"s";69;"s";"s";"0";"s";"s";"27";"s";"11";"0";"s";"s";"23";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s"
"Lento";"2B140";2019;"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";".";"s";"s";24104;"s";"s";".";"s";"s";28522;"s";"s";".";"s";"s";25176;"s";"s";".";"s";"s";16633;"s";"s";".";"s";"s";21881;"s";"s";".";"s";"s";16721;"s";"s";"0";"s";"s";"s";"0";"s";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"11";"s";"s";"0";"s";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";".";"s";"s";3066;"s";"s";".";"s";"s";72;"s";"s";".";"s";"s";90;"s";"s";".";"s";"s";64;"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"0";"12";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s"
"Linguizzetta";"2B143";2019;"164";"117";"0";"s";"s";"308";"s";"s";"0";"s";"s";"57";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"33";"s";"0";"s";"s";"53";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"31";"s";"0";"s";"s";"55";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"17";"38523";"22157";".";"10316";"32973";33559;"40182";"21600";".";"14106";"36092";32131;"33620";"15931";".";"16763";"20979";23106;"19970";"11899";".";"7303";"26598";18363;"24716";"13659";".";"10147";"25718";20144;"21409";"10840";".";"9646";"20301";16019;"s";"s";"0";"s";"s";"341";"s";"s";"0";"0";"s";"23";".";".";".";".";".";".";".";".";".";".";".";".";"s";"44";"0";"s";"s";"78";"42";"s";"0";"s";"s";"92";"43";"s";"0";"s";"s";"82";"27";"s";"0";"0";"s";"40";"s";"s";"0";"0";"s";"19";"s";"s";"0";"0";"s";"52";"20315";"7916";".";"401";"2441";31073;"101";"53";".";"32";"148";91;"105";"57";".";"36";"122";86;"85";"48";".";"32";"95";67;"55";"68";"0";"s";"s";"138";"60";"s";"0";"s";"s";"116";"s";"s";"0";"0";"s";"57";"s";"s";"0";"0";"s";"52"
"Loreto-di-Casinca";"2B145";2019;"50";"s";"0";"s";"s";"79";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"s";"s";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"38235";"10092";".";"s";"s";33102;"31835";"14514";".";"s";"s";27716;"17206";"15277";".";"s";"s";17206;"22237";"10295";".";"s";"s";19506;"21434";"12163";".";"s";"s";19143;"14321";"10361";".";"s";"s";13603;"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"s";"s";"28";"15";"s";"0";"s";"s";"27";"s";"s";"0";"s";"s";"27";"s";"0";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"5409";"820";".";"s";"s";7083;"97";"36";".";"s";"s";83;"80";"48";".";"s";"s";72;"52";"43";".";"s";"s";53;"31";"s";"0";"s";"s";"44";"21";"s";"0";"s";"s";"35";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s"
"Lozzi";"2B147";2019;"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"12";"25328";"s";".";"s";"s";22914;"32304";"s";".";"s";"s";29519;"27023";"s";".";"s";"s";22360;"12759";"s";".";"s";"s";12264;"21419";"s";".";"s";"s";20775;"18870";"s";".";"s";"s";18870;"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"0";"0";"s";"s";"0";"0";"s";"s";"12";"s";"s";"0";"0";"s";"19";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"3463";"s";".";"s";"s";5099;"54";"s";".";"s";"s";53;"84";"s";".";"s";"s";84;"73";"s";".";"s";"s";84;"s";"s";"0";"s";"s";"18";"s";"s";"0";"0";"s";"23";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s"
"Lucciana";"2B148";2019;"1023";"760";"278";"s";"s";"2136";"184";"s";"s";"0";"s";"282";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"s";"157";"47";"s";"0";"s";"227";"33";"s";"s";"0";"s";"62";"s";"s";"s";"0";"0";"30";"s";"s";"s";"0";"s";"18";"28";"s";"s";"0";"s";"42";"150";"55";"s";"0";"s";"227";"45";"s";"s";"0";"s";"68";"s";"s";"0";"0";"0";"20";"28";"s";"s";"0";"s";"54";"39592";"22598";"16975";"s";"s";33787;"44257";"24291";"20978";"s";"s";34474;"34264";"19673";"17470";"s";"s";25364;"22428";"16233";"10201";"s";"s";19968;"27095";"17083";"13333";"s";"s";21960;"22451";"15265";"11327";"s";"s";18743;"1095";"733";"s";"s";"s";"2185";"125";"47";"s";"s";"s";"199";".";".";".";".";".";".";".";".";".";".";".";".";"s";"145";"94";"0";"s";"327";"187";"213";"82";"0";"17";"499";"332";"260";"81";"s";"s";"698";"230";"86";"s";"0";"s";"345";"s";"25";"s";"0";"s";"144";"291";"55";"s";"0";"s";"374";"150315";"57837";"17540";"s";"s";233846;"115";"73";"45";"s";"s";99;"123";"74";"58";"s";"s";98;"102";"65";"48";"s";"s";80;"174";"254";"146";"0";"18";"592";"422";"332";"107";"s";"s";"892";"339";"136";"s";"0";"s";"522";"286";"62";"s";"0";"s";"381"
"Lugo-di-Nazza";"2B149";2019;"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";".";".";"s";27196;"s";"s";".";".";"s";36076;"s";"s";".";".";"s";30971;"s";"s";".";".";"s";13565;"s";"s";".";".";"s";24130;"s";"s";".";".";"s";22064;"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";".";".";"s";3157;"s";"s";".";".";"s";82;"s";"s";".";".";"s";113;"s";"s";".";".";"s";96;"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s"
"Lumio";"2B150";2019;"355";"103";"s";"s";"s";"507";"49";"s";"s";"0";"s";"76";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"47";"s";"s";"0";"s";"71";"s";"s";"0";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"11";"38";"s";"s";"0";"s";"63";"s";"s";"0";"0";"s";"19";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"s";"18";"38038";"18821";"s";"s";"20034";34862;"46218";"25159";"s";"s";"29791";40019;"36897";"21294";"s";"s";"27683";31834;"23530";"12445";"s";"s";"14532";21693;"30955";"17741";"s";"s";"21174";27081;"26227";"16203";"s";"s";"20565";22152;"340";"s";"s";"s";"s";"504";"73";"s";"0";"0";"s";"88";".";".";".";".";".";".";".";".";".";".";".";".";"s";"22";"s";"s";"s";"74";"44";"s";"s";"0";"s";"79";"83";"33";"s";"0";"s";"137";"60";"s";"s";"s";"s";"90";"s";"s";"0";"0";"s";"40";"156";"s";"s";"0";"s";"172";"58457";"9371";"s";"s";"3267";72547;"122";"54";"s";"s";"61";110;"141";"78";"s";"s";"91";123;"117";"73";"s";"s";"90";101;"60";"41";"s";"s";"s";"119";"103";"42";"s";"0";"s";"164";"95";"s";"s";"s";"s";"133";"156";"s";"s";"0";"s";"176"
"Luri";"2B152";2019;"238";"s";"s";"s";"s";"355";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"s";"0";"0";"43";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"45";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"15";"s";"s";"0";"s";"0";"23";"26571";"35946";"s";"s";"16748";28175;"35495";"28009";"s";"s";"22079";32257;"30095";"18859";"s";"s";"17262";25758;"16829";"27069";"s";"s";"13388";19133;"24824";"19629";"s";"s";"17765";22614;"22518";"13202";"s";"s";"15753";18901;"s";"s";"s";"s";"s";"363";"s";"s";"0";"0";"s";"36";".";".";".";".";".";".";".";".";".";".";".";".";"s";"20";"s";"s";"s";"69";"42";"21";"s";"s";"s";"76";"66";"23";"s";"s";"s";"100";"41";"s";"s";"0";"s";"52";"s";"0";"0";"0";"s";"32";"59";"s";"0";"s";"s";"70";"30220";"6832";"s";"s";"1508";39816;"82";"127";"s";"s";"57";91;"110";"86";"s";"s";"75";100;"98";"56";"s";"s";"69";82;"61";"33";"s";"s";"s";"117";"77";"28";"s";"s";"s";"118";"73";"s";"s";"0";"s";"89";"64";"s";"0";"s";"s";"75"
"Manso";"2B153";2019;"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"33340";"s";".";"s";"20067";30686;"46731";"s";".";"s";"24806";39095;"37259";"s";".";"s";"17608";29565;"18920";"s";".";"s";"9559";17156;"30542";"s";".";"s";"20826";26733;"27714";"s";".";"s";"17608";23993;"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"0";"0";"s";"s";"s";"s";"s";"0";"0";"s";"15";"s";"s";"0";"s";"s";"13";"s";"s";"0";"s";"s";"16";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"5045";"s";".";"s";"779";6560;"86";"s";".";"s";"36";76;"120";"s";".";"s";"71";104;"119";"s";".";"s";"62";92;"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"23";"s";"s";"0";"s";"s";"20";"s";"0";"0";"0";"0";"s"
